chr13,60000002,70000001
chr13,70000002,80000001
chr13,80000002,90000001
chr13,90000002,100000001
chr13,100000002,110000001
chr13,110000002,114364328
chr14,2,10000001
chr14,10000002,20000001
chr14,20000002,30000001
chr14,30000002,40000001
chr14,40000002,50000001
chr14,50000002,60000001
chr14,60000002,70000001
chr14,70000002,80000001
chr14,80000002,90000001
chr14,90000002,100000001
chr14,100000002,107043718
chr15,2,10000001
chr15,10000002,20000001
chr15,20000002,30000001
chr15,30000002,40000001
chr15,40000002,50000001
chr15,50000002,60000001
chr15,60000002,70000001
chr15,70000002,80000001
chr15,80000002,90000001
chr15,90000002,100000001
chr15,100000002,101991189
chr16,2,10000001
chr16,10000002,20000001
chr16,20000002,30000001
chr16,30000002,40000001
chr16,40000002,50000001
chr16,50000002,60000001
chr16,60000002,70000001
chr16,70000002,80000001
chr16,80000002,90000001
chr16,90000002,90338345
chr17,2,10000001
chr17,10000002,20000001
chr17,20000002,30000001
chr17,30000002,40000001
chr17,40000002,50000001
chr17,50000002,60000001
chr17,60000002,70000001
chr17,70000002,80000001
chr17,80000002,83257441
chr18,2,10000001
chr18,10000002,20000001
chr18,20000002,30000001
chr18,30000002,40000001
chr18,40000002,50000001
chr18,50000002,60000001
chr18,60000002,70000001
chr18,70000002,80000001
chr18,80000002,80373285
chr19,2,10000001
chr19,10000002,20000001
chr19,20000002,30000001
chr19,30000002,40000001
chr19,40000002,50000001
chr19,50000002,58617616
chr20,2,10000001
chr20,10000002,20000001
chr20,20000002,30000001
chr20,30000002,40000001
chr20,40000002,50000001
chr20,50000002,60000001
chr20,60000002,64444167
chr21,2,10000001
chr21,10000002,20000001
chr21,20000002,30000001
chr21,30000002,40000001
chr21,40000002,46709983
chr22,2,10000001
chr22,10000002,20000001
chr22,20000002,30000001
chr22,30000002,40000001
chr22,40000002,50000001
chr22,50000002,50818468
